"","Player","Nation","Age","Pos","Born","Squad","Comp","MP","Starts","Min","90s","CrdY","CrdR","npxG+xAG","G+A.1","G-PK.1","G+A-PK","xG+xAG","Gls.y","Sh.x","SoT%","SoT/90","G/Sh","G/SoT","Dist","FK.x","PKatt.y","xG.y","npxG.y","npxG/Sh","G-xG","np:G-xG","Cmp%","TotDist.x","PrgDist.x","Cmp.1","Att.1","Cmp%.1","Cmp.2","Att.2","Cmp%.2","Cmp.3","Att.3","Cmp%.3","Ast.y","xAG.y","xA","A-xAG","KP","1/3.x","PPA","CrsPA","PrgP.y","Att.y","Live.x","Dead","FK.y","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp.y","Off","Blocks.x","SCA","PassLive","PassDead","TO","Sh.y","Fld","Def","GCA90","PassLive.1","PassDead.1","TO.1","Sh.1","Fld.1","Def.1","Tkl","TklW","Def 3rd.x","Mid 3rd.x","Att 3rd.x","Tkl.1","Att.x.x","Tkl%","Lost","Blocks.y","Sh","Pass","Int","Tkl+Int","Clr","Err","Def Pen","Def 3rd.y","Mid 3rd.y","Att 3rd.y","Att Pen","Live.y","Att.y.y","Succ","Succ%","Tkld","Tkld%","Carries","TotDist.y","PrgDist.y","PrgC.y","1/3.y","CPA","Mis","Dis","Rec","PrgR.y"
"1046","Matteo Lovato","ITA",21,"DF",2000,"Cagliari","it Serie A",16,14,1238,13.8,0.29,0,0.05,0,0,0,0.05,0,0.43,16.7,0.07,0,0,14.4,0,0,0.04,0.04,0.08,-0.04,-0.04,82.4,732.6,309.2,10.1,11.5,87.4,19.4,21.6,89.9,5,8.04,62.2,0,0.02,0.01,-0.02,0.29,1.52,0.14,0,1.52,42.9,38.8,3.99,3.77,0,0.29,0,0.22,0,0,0,0,35.4,0.14,0.29,0.36,0.22,0,0,0.07,0,0.07,0,0,0,0,0,0,0,1.67,1.09,0.94,0.72,0,0.58,1.45,40,0.87,1.52,0.72,0.8,2.03,3.7,3.12,0,7.97,30.3,22.1,1.09,0.43,52.8,0.29,0.22,75,0.07,25,23.1,103.3,57.2,0.22,0.29,0,0.51,0.36,24.1,0.14
"1047","Eduard Löwen","GER",24,"MF",1997,"Bochum","de Bundesliga",26,15,1416,15.7,0,0,0.39,0.25,0.06,0.19,0.47,0.13,2.36,35.1,0.83,0.03,0.08,24.8,0.57,0.06,0.18,0.13,0.06,-0.06,-0.07,65,510.4,195.9,12.4,15.7,78.5,8.85,12.4,71.6,4.71,9.04,52.1,0.13,0.26,0.24,-0.13,2.42,3.38,0.7,0.32,4.27,41.8,33.6,7.77,4.14,0.06,0.64,6.88,0.32,3.12,1.4,1.21,0,27.2,0.51,1.34,4.33,2.55,1.27,0,0.32,0.19,0,0.2,0,0.13,0,0.06,0,0,1.78,1.4,0.76,0.7,0.32,0.64,2.74,23.3,2.1,1.08,0.13,0.96,0.57,2.36,0.96,0.06,1.27,8.22,23.8,22.1,1.85,53.6,2.17,1.08,50,1.08,50,25.2,109.7,47.2,1.27,0.89,0.13,2.1,1.27,30.1,4.08
"1048","Matthew Lowton","ENG",32,"DF",1989,"Burnley","eng Premier League",25,20,1772,19.7,0.15,0.05,0.14,0.15,0.05,0.15,0.14,0.05,0.51,20,0.1,0.1,0.5,21.6,0,0,0.04,0.04,0.07,0.02,0.02,67.5,550.6,256.3,15.3,17.5,87.8,10,14.5,68.9,4.57,10.6,43.3,0.1,0.11,0.08,-0.01,0.91,3.3,1.07,0.46,3.76,45,34.6,10.2,0.91,0.2,0.56,2.59,9.24,0,0,0,0,30.4,0.25,1.27,1.73,1.27,0.2,0,0.05,0.1,0.1,0.1,0.05,0,0,0.05,0,0,1.93,1.22,1.02,0.51,0.41,1.02,1.88,54.1,0.86,1.27,0.56,0.71,1.32,3.25,3.45,0,4.77,15.9,25.7,14.2,0.25,55.3,1.07,0.51,47.6,0.56,52.4,21.3,80.5,46.4,1.07,0.71,0,0.56,0.3,24.4,1.98
"1049","Anthony Lozano","HON",28,"FW",1993,"Cádiz","es La Liga",31,21,1672,18.6,0.43,0,0.32,0.48,0.38,0.48,0.32,0.38,2.63,40.8,1.08,0.14,0.35,14.5,0,0,0.27,0.27,0.1,0.1,0.11,62.1,130.1,33.8,5.75,8.12,70.9,2.37,3.71,63.8,0.54,1.13,47.6,0.11,0.05,0.06,0.06,0.54,0.81,0.32,0.16,1.34,15.2,14.3,0.86,0.05,0.16,0.11,1.4,0.05,0,0,0,0,9.41,0,0.48,2.15,1.08,0,0.27,0.32,0.48,0,0.43,0.11,0,0.05,0.11,0.16,0,0.43,0.22,0.11,0.16,0.16,0.27,0.97,27.8,0.7,0.86,0.11,0.75,0.11,0.54,0.38,0,0.65,1.67,13.2,13.9,4.14,28.2,3.17,1.94,61,1.24,39,16.9,121.1,56.5,2.31,1.29,0.86,3.44,2.37,20.2,4.52
"1050","Hirving Lozano","MEX",26,"FW",1995,"Napoli","it Serie A",30,20,1613,17.9,0.17,0,0.44,0.56,0.28,0.56,0.45,0.28,2.79,38,1.06,0.1,0.26,16.9,0,0,0.33,0.32,0.11,-0.05,-0.04,77.6,342.7,77.5,16.6,19.1,87.1,7.04,8.77,80.3,0.73,1.28,56.5,0.28,0.12,0.15,0.16,1.56,1.23,1.79,0.67,2.96,32.7,31.9,0.67,0.06,0.06,0.11,2.74,0.56,0.06,0,0,0,25.4,0.11,1.68,3.63,2.91,0,0.28,0.17,0.22,0.06,0.67,0.5,0,0.06,0,0.11,0,1.56,1.12,0.67,0.61,0.28,0.45,1.68,26.7,1.23,1.34,0,1.34,0.5,2.07,0.5,0,0.67,6.09,17.4,22.7,4.75,45.4,2.46,1.62,65.9,0.84,34.1,29.7,211.5,109.4,4.58,2.07,1.73,2.91,1.79,34.7,10
"1051","Jean Lucas","BRA",23,"MF",1998,"Monaco","fr Ligue 1",28,18,1445,16.1,0.19,0.06,0.27,0.12,0.06,0.12,0.27,0.06,1.61,34.6,0.56,0.04,0.11,21,0.06,0,0.16,0.16,0.09,-0.09,-0.09,77.8,659.3,160.9,19.7,22.6,87.1,14.5,17.6,82.7,3.91,6.96,56.3,0.06,0.11,0.13,-0.05,1.06,4.6,0.93,0.31,5.03,50.9,47.4,3.29,1.24,0.19,0.37,3.98,0.06,1.99,0.99,0.87,0,39.6,0.25,1.06,2.3,1.12,0.62,0.43,0.06,0,0.06,0.12,0.12,0,0,0,0,0,2.67,1.55,0.87,1.49,0.31,1.06,2.48,42.5,1.43,0.93,0.31,0.62,0.81,3.48,0.25,0.06,0.75,8.76,34.5,20.8,2.05,63.2,2.67,1.74,65.1,0.93,34.9,40.3,214.5,95.2,2.61,2.3,0.43,2.8,1.49,43.8,4.41
"1052","Anderson Lucoqui","ANG",24,"DF",1997,"Mainz 05","de Bundesliga",13,9,743,8.3,0.24,0,0.12,0.12,0.12,0.12,0.12,0.12,0.96,50,0.48,0.13,0.25,18.7,0,0,0.08,0.08,0.09,0.04,0.04,59.8,293.7,130.7,8.8,11.6,76,7.23,11.1,65.2,1.45,5.3,27.3,0,0.04,0.04,-0.04,0.72,1.33,0.36,0.24,1.81,29.6,25.3,4.34,0,0,0,1.2,4.34,0,0,0,0,17.7,0,0.72,1.69,1.08,0.12,0.12,0.24,0.12,0,0,0,0,0,0,0,0,2.65,1.2,1.33,0.72,0.6,1.33,2.65,50,1.33,1.81,0.36,1.45,1.33,3.98,1.2,0,2.29,12.9,19,9.4,0.96,41.1,1.08,0.36,33.3,0.72,66.7,16.6,69,29,1.08,0.72,0.12,1.45,1.08,21.2,3.01
"1053","Florentino Luís","POR",21,"MF",1999,"Getafe","es La Liga",22,9,992,11,0.18,0,0.04,0.09,0,0.09,0.03,0,0.27,33.3,0.09,0,0,26.9,0,0,0.01,0.01,0.02,-0.01,-0.01,78.2,519.4,145.2,14.9,18.3,81.6,12.4,14.6,84.5,2.82,3.91,72.1,0.09,0.03,0.05,0.06,0.82,3.55,0.27,0,3,39.6,38.8,0.64,0.64,0.18,0.64,0.18,0,0,0,0,0,31,0.18,1.09,1.55,1.36,0,0,0,0,0.18,0.09,0.09,0,0,0,0,0,3.82,2.27,2,1.55,0.27,1.55,3.18,48.6,1.64,1.91,0.18,1.73,1.91,5.73,1,0.09,2.09,12.3,33.4,6.27,0.55,51.4,1,0.64,63.6,0.36,36.4,24.5,79.5,25,0.27,0,0.09,1.45,0.91,27.3,1
"1054","José Luis Gayà","ESP",26,"DF",1995,"Valencia","es La Liga",24,22,1871,20.8,0.38,0.1,0.18,0.29,0.1,0.29,0.18,0.1,0.87,50,0.43,0.11,0.22,20.3,0.05,0,0.06,0.06,0.07,0.04,0.04,72,573.9,223.2,13.6,15.7,86.5,13.5,17.3,78.1,3.75,8.46,44.3,0.19,0.13,0.12,0.07,1.11,1.83,1.49,0.87,3.22,43.4,32.8,10.5,1.49,0.1,0.77,4.52,8.94,0.1,0.05,0,0.05,31.3,0.05,1.06,2.12,1.83,0.19,0,0.05,0.05,0,0.34,0.29,0,0,0,0.05,0,1.68,1.01,1.15,0.48,0.05,0.77,1.63,47.1,0.87,0.82,0.14,0.67,0.91,2.6,1.78,0,2.45,15.7,21.7,15.3,1.01,52.1,1.39,0.77,55.2,0.63,44.8,25.3,122.5,59.6,1.73,1.68,0.14,0.63,0.24,26.7,4.42
"1055","José Luis Morales","ESP",34,"FW",1987,"Levante","es La Liga",35,31,2719,30.2,0.23,0,0.52,0.66,0.33,0.56,0.65,0.43,2.52,40.8,1.03,0.13,0.32,18.9,0.07,0.17,0.47,0.34,0.14,-0.04,-0.01,64.2,265.5,87.1,9.04,11.2,80.5,4.93,7.38,66.8,1.72,3.77,45.6,0.23,0.17,0.13,0.06,1.19,1.56,1.19,0.33,3.21,25.6,23.1,2.15,0.4,0.2,0.2,4.01,0.5,0.99,0.33,0.5,0.03,16.5,0.33,1.09,3.44,1.95,0.33,0.66,0.26,0.2,0.03,0.43,0.23,0.03,0.07,0.03,0.07,0,0.89,0.56,0.2,0.3,0.4,0.4,1.39,28.6,0.99,0.96,0,0.96,0.13,1.03,0.23,0,0.3,3.81,13.1,22.7,4.57,38.5,5.17,2.12,41,3.05,59,23.6,181.2,90.5,3.31,2.38,1.79,2.98,1.82,26.5,7.98
"1056","José Luis Palomino","ARG",31,"DF",1990,"Atalanta","it Serie A",34,30,2672,29.7,0.3,0,0.08,0.03,0.03,0.03,0.08,0.03,0.47,21.4,0.1,0.07,0.33,8.5,0,0,0.07,0.07,0.15,-0.04,-0.04,81.1,878.6,327.8,15.8,18.1,87,23.6,27,87.3,5.39,8.92,60.4,0,0.01,0.02,-0.01,0.17,3,0.24,0.07,3.8,56,53.7,2.22,2.02,0,0.17,0.3,0.2,0,0,0,0,45.4,0.07,0.51,0.67,0.61,0,0,0.03,0,0.03,0.07,0.03,0,0,0,0,0.03,2.63,1.35,1.41,1.11,0.1,1.08,1.68,64,0.61,1.45,0.71,0.74,3.37,5.99,2.69,0.07,5.82,29.8,35.4,3.47,1.18,67.8,0.27,0.2,75,0.07,25,34.6,200.4,92.5,0.51,0.47,0.03,0.51,0.24,36,0.27
"1057","Douglas Luiz","BRA",23,"MF",1998,"Aston Villa","eng Premier League",34,31,2715,30.2,0.23,0,0.15,0.17,0.07,0.17,0.15,0.07,0.76,34.8,0.27,0.09,0.25,25.3,0.26,0,0.07,0.07,0.09,0,0,83.2,728.2,233.9,18.8,21.3,88,18.5,20.8,88.9,4.01,6.95,57.6,0.1,0.08,0.07,0.02,1.23,3.54,0.63,0.07,3.48,51.3,44.6,6.62,4.3,0.23,0.1,2.75,0.36,1.89,1.09,0.4,0.03,42.7,0.13,0.33,2.95,1.99,0.7,0.03,0.07,0.17,0,0.3,0.2,0.07,0,0.03,0,0,1.95,1.29,0.99,0.79,0.17,0.7,2.38,29.2,1.69,0.99,0.23,0.76,1.13,3.08,0.93,0.03,2.78,15.2,35.1,10.6,0.26,60.4,1.42,0.79,55.8,0.63,44.2,33.3,167.3,77.6,0.93,0.53,0.03,1.66,0.56,37,1.46
"1058","Romelu Lukaku","BEL",28,"FW",1993,"Chelsea","eng Premier League",26,16,1589,17.7,0.06,0,0.5,0.45,0.4,0.4,0.54,0.45,2.37,33.3,0.79,0.17,0.5,13.8,0.06,0.06,0.37,0.33,0.14,0.08,0.07,70.6,148.4,23.4,8.87,11,80.9,2.43,3.67,66.2,0.34,0.68,50,0,0.17,0.1,-0.17,1.36,0.56,0.51,0,1.07,18.5,16.7,1.58,0,0.11,0,0.4,0,0,0,0,0,13.1,0.17,0.79,2.82,1.98,0,0.28,0.17,0.34,0.06,0.28,0,0,0.17,0,0.11,0,0.11,0.06,0,0.06,0.06,0.06,0.28,20,0.23,0.62,0.06,0.56,0,0.11,1.13,0,1.19,1.64,11.2,14.6,5.08,27.2,1.41,0.73,52,0.68,48,13.4,66.9,32.2,1.64,0.85,0.96,2.09,1.41,20.3,7.06
"1059","Castello Lukeba","FRA",18,"DF",2002,"Lyon","fr Ligue 1",24,24,2095,23.3,0.04,0,0.08,0.09,0.09,0.09,0.08,0.09,0.26,50,0.13,0.33,0.67,8.3,0,0,0.07,0.07,0.28,0.01,0.01,90,1190,439.4,22.8,24.6,92.7,36.9,39.4,93.7,4.55,6.31,72.1,0,0.01,0.01,-0.01,0.17,2.83,0.09,0,3.43,71.8,69.9,1.93,1.46,0,0.17,0,0.47,0,0,0,0,64.6,0,0.73,0.6,0.52,0,0,0.04,0,0.04,0,0,0,0,0,0,0,1.46,0.82,1.16,0.3,0,0.64,0.99,65.2,0.34,0.77,0.39,0.39,1.63,3.09,2.75,0.09,6.35,37.6,42.2,1.55,0.56,80.8,0.6,0.56,92.9,0.04,7.1,59.4,278.8,128.5,0.52,0.34,0.04,0.69,0.26,57.6,0
"1060","Dodi Lukebakio","BEL",23,"FW",1997,"Wolfsburg","de Bundesliga",19,7,882,9.8,0.2,0,0.52,0.31,0.1,0.31,0.52,0.1,1.73,41.2,0.71,0.06,0.14,15.4,0,0,0.27,0.27,0.16,-0.16,-0.16,75.4,350.2,64.3,12.4,15.1,82.4,6.94,9.08,76.4,2.04,3.47,58.8,0.2,0.24,0.21,-0.04,1.12,1.43,1.02,0.41,2.35,30.7,29.5,1.02,0.2,0.1,0.2,1.84,0.51,0,0,0,0,23.2,0.2,0.51,3.47,2.14,0,0.92,0.1,0.31,0,0.72,0.51,0,0.2,0,0,0,0.71,0.41,0.31,0.2,0.2,0.1,1.02,10,0.92,0.51,0,0.51,1.33,2.04,0.41,0,0.31,7.45,19.9,16.9,2.96,43.2,4.49,2.76,61.4,1.73,38.6,29.1,197.1,102.1,3.88,2.04,1.33,3.37,2.04,30.6,8.16
"1061","Saša Lukić","SRB",24,"MF",1996,"Torino","it Serie A",35,34,2982,33.1,0.3,0,0.19,0.27,0.06,0.18,0.26,0.15,0.88,24.1,0.21,0.07,0.29,24.7,0.12,0.09,0.14,0.07,0.08,0.01,-0.01,86.8,793.1,186,19.6,21.6,90.9,20.9,23,90.9,3.9,4.95,78.7,0.12,0.12,0.1,0,0.97,4.41,0.54,0.09,4.47,52.6,50.3,2.15,1.87,0.18,0.3,0.76,0.12,0.15,0.06,0.03,0,45.7,0.12,0.88,2.42,1.72,0.3,0.12,0.12,0.09,0.06,0.3,0.21,0,0.03,0.03,0,0.03,1.54,1.03,0.51,0.82,0.21,0.57,1.3,44.2,0.73,1.03,0.18,0.85,0.73,2.27,1.24,0,1.78,10.3,37.9,14.2,1.09,61.5,1.15,0.85,73.7,0.3,26.3,36.9,205,112.8,2.05,2.18,0.36,1.3,0.24,40.7,1.72
"1062","Sebastiano Luperto","ITA",24,"DF",1996,"Empoli","it Serie A",24,22,1958,21.8,0.37,0.05,0.05,0.05,0,0.05,0.05,0,0.41,33.3,0.14,0,0,14.8,0,0,0.03,0.03,0.07,-0.03,-0.03,83.6,752.6,277.5,11.4,12.8,89.2,21.9,24,91.2,4.04,7.29,55.3,0.05,0.02,0.02,0.02,0.41,2.57,0.23,0.09,3.49,45,41.1,3.76,1.93,0.05,0.37,0.28,0.18,0,0,0,0,37.7,0.23,0.18,0.78,0.64,0.05,0,0.05,0,0.05,0.05,0.05,0,0,0,0,0,1.33,0.78,0.78,0.46,0.09,0.46,0.92,50,0.46,1.47,1.19,0.28,2.06,3.39,6.06,0,12.5,32.9,23.1,1.83,0.6,57.6,0.09,0.05,50,0.05,50,31.7,166.5,102.2,0.96,0.64,0,0.37,0.09,32.1,0.14
"1063","Lyanco","BRA",24,"DF",1997,"Southampton","eng Premier League",15,9,911,10.1,0.2,0,0.04,0,0,0,0.04,0,0.59,16.7,0.1,0,0,16.9,0,0,0.03,0.03,0.04,-0.03,-0.03,71,537.4,211.3,9.31,10.6,87.9,15.6,18.7,83.6,2.48,8.81,28.1,0,0.01,0.01,-0.01,0.3,2.48,0.2,0,1.78,39.3,37.8,1.29,0.99,0,0.1,0.4,0.2,0,0,0,0,27.9,0.2,0.5,0.99,0.59,0,0.1,0.2,0,0.1,0.1,0.1,0,0,0,0,0,1.78,1.49,1.09,0.69,0,0.99,1.78,55.6,0.79,1.78,1.29,0.5,1.29,3.07,4.95,0.1,10.3,26.9,24.3,1.88,0.4,52.5,0.4,0.4,100,0,0,27.7,122,53.1,0.3,0.1,0,0.5,0.2,26.2,0.1
"1064","Charalambos Lykogiannis","GRE",27,"DF",1993,"Cagliari","it Serie A",28,21,1817,20.2,0.1,0,0.1,0.05,0.05,0.05,0.11,0.05,1.09,31.8,0.35,0.05,0.14,22.9,0.3,0,0.05,0.05,0.05,0,0,60.1,418.9,188.5,9.6,12.5,77,10.9,16.7,65.3,2.13,6.73,31.6,0,0.05,0.05,-0.05,0.59,1.63,0.45,0.35,1.68,37.9,27.6,10.2,1.04,0,0.15,4.7,8.22,0.89,0.15,0.64,0.05,22.8,0.1,1.58,1.34,0.69,0.5,0,0.15,0,0,0,0,0,0,0,0,0,0.94,0.59,0.79,0.05,0.1,0.54,0.99,55,0.45,0.89,0.4,0.5,1.53,2.48,3.61,0,4.41,18,19.1,13.3,0.89,49.7,0.99,0.4,40,0.59,60,20.2,102.1,48.2,1.39,1.09,0.15,1.68,0.45,24.1,2.82
"1065","Alexis Mac Allister","ARG",22,"MF",1998,"Brighton","eng Premier League",33,22,2123,23.6,0.17,0,0.25,0.3,0.13,0.21,0.35,0.21,2.42,15.8,0.38,0.05,0.33,22,0.17,0.13,0.27,0.17,0.07,-0.06,-0.04,80.5,610.6,176.1,17.4,20,86.9,13.9,15.7,88.6,3.31,5.64,58.6,0.08,0.08,0.11,0,1.31,4.41,1.06,0.08,5.81,45.2,41.8,3.31,0.93,0.17,0.38,2.8,0.13,1.95,1.1,0.64,0,36.4,0.08,0.97,3.52,2.42,0.42,0.13,0.13,0.3,0.13,0.21,0.08,0.08,0,0.04,0,0,2.75,1.69,0.97,1.27,0.51,1.23,2.88,42.6,1.65,1.57,0.3,1.27,0.55,3.31,0.93,0,1.74,9.41,27.6,21.6,2.08,57.8,1.78,0.89,50,0.89,50,30.5,137.2,63.6,1.27,1.61,0.08,1.82,0.97,36.2,2.8
"1066","Deiver Machado","COL",27,"DF",1993,"Lens","fr Ligue 1",22,5,523,5.8,0.17,0,0.17,0.17,0,0.17,0.17,0,0.34,0,0,0,0,22.3,0,0,0,0,0.02,0,0,82.4,568.4,172.1,17.2,19,90.9,16.6,18.6,88.9,1.38,3.28,42.1,0.17,0.16,0.14,0.02,1.38,0.86,0.86,0.86,2.07,44.1,35.7,8.45,0.17,0,0.34,3.1,8.28,0,0,0,0,36.4,0,1.38,2.76,2.07,0,0,0,0.17,0.52,0.17,0.17,0,0,0,0,0,2.76,2.41,1.9,0.17,0.69,2.07,2.41,85.7,0.34,1.55,0.17,1.38,0.52,3.28,2.07,0.17,2.76,14.7,24,19.1,1.72,57.4,2.76,1.38,50,1.38,50,31,170.3,80.3,2.24,2.24,0.69,2.07,1.55,32.1,5.69
"1067","Darwin Machís","VEN",28,"MF",1993,"Granada","es La Liga",25,16,1376,15.3,0.13,0,0.27,0.39,0.26,0.39,0.27,0.26,2.42,45.9,1.11,0.11,0.24,21.9,0.07,0,0.12,0.12,0.05,0.14,0.14,63.6,314.6,95.4,8.63,10.3,84.1,6.21,9.35,66.4,2.29,5.1,44.9,0.13,0.15,0.18,-0.02,1.18,1.7,1.18,0.65,2.29,28,26.5,1.31,0.07,0.07,0.39,4.31,0.46,0.65,0.26,0.2,0,17.8,0.2,1.37,2.94,1.9,0.13,0.39,0.26,0.26,0,0.39,0.26,0,0.07,0.07,0,0,1.5,0.85,0.72,0.52,0.26,0.59,1.5,39.1,0.92,0.65,0,0.65,0.98,2.48,1.11,0,0.85,7.32,16.4,19.7,2.88,42.7,3.92,2.22,56.7,1.7,43.3,25,189.4,102,3.33,1.96,0.59,3.66,1.44,27.5,6.34
"1068","Yvann Macon","FRA",22,"DF",1998,"Saint-Étienne","fr Ligue 1",22,19,1529,17,0.41,0,0.1,0,0,0,0.1,0,0.88,26.7,0.24,0,0,26.5,0,0,0.02,0.02,0.02,-0.02,-0.02,74.7,711.1,236.4,23.8,27.8,85.4,15.3,19.5,78.3,3.47,7.18,48.4,0,0.08,0.08,-0.08,0.76,3.65,1.06,0.71,4.12,58.9,46.2,12.7,0.71,0.12,0.94,3.41,11.9,0.06,0,0,0,44,0.06,2.35,1.59,1.35,0.06,0.06,0.06,0.06,0,0.18,0.12,0,0,0.06,0,0,2.41,1.29,1.41,0.82,0.18,0.94,2.47,38.1,1.53,1.06,0.24,0.82,1.06,3.47,1.59,0,2.29,19.9,35.4,17.5,0.53,71.8,2.88,1.12,38.8,1.76,61.2,36.1,220,110.1,3,1.53,0.24,2.35,0.76,40.5,5.35
"1069","James Maddison","ENG",24,"MF",1996,"Leicester City","eng Premier League",35,28,2459,27.3,0.11,0,0.47,0.73,0.44,0.73,0.46,0.44,2.64,45.8,1.21,0.17,0.36,20.7,0.48,0,0.27,0.27,0.1,0.16,0.16,73.1,490.9,151.2,14.2,16.6,85.9,10.7,13.4,80,3.26,7.25,44.9,0.29,0.19,0.14,0.11,1.76,3,1.39,0.26,4.98,39.9,34.5,5.24,1.76,0.51,0.29,4.54,0.18,2.89,1.58,0.84,0.04,29.2,0.18,1.03,3.88,2.38,0.51,0.26,0.33,0.33,0.07,0.66,0.48,0.04,0.04,0.04,0.07,0,1.47,0.73,0.29,0.88,0.29,0.51,1.68,30.4,1.17,0.66,0.11,0.55,0.4,1.87,0.44,0,0.7,6.34,23.7,19.6,2.67,49.2,1.76,1.14,64.6,0.62,35.4,31.2,165,72.6,1.94,1.58,0.48,1.54,1.17,35.6,5.16
"1070","Pablo Maffeo","ESP",24,"DF",1997,"Mallorca","es La Liga",35,35,2945,32.7,0.31,0,0.12,0.15,0.03,0.15,0.12,0.03,0.89,24.1,0.21,0.03,0.14,20,0,0,0.05,0.05,0.06,-0.02,-0.02,66.9,435.5,181.4,14.3,16.9,84.1,10.2,15.1,67.5,1.9,5.9,32.1,0.12,0.06,0.1,0.06,0.86,0.92,0.92,0.64,1.62,40.6,31,9.36,0.34,0.03,0.12,3.33,8.99,0.03,0.03,0,0,27.2,0.24,0.95,2.02,1.04,0.12,0.28,0.18,0.31,0.09,0.24,0.12,0,0.03,0,0.09,0,2.57,1.44,1.47,0.86,0.24,1.16,2.11,55.1,0.95,0.92,0.4,0.52,1.41,3.98,2.26,0,3.12,16.1,22.8,14.7,1.38,53.1,2.42,1.5,62,0.92,38,24.8,153.8,75.6,2.2,1.74,0.37,1.53,1.68,26.3,3.3
"1071","Louis Mafouta","CTA",27,"FW",1994,"Metz","fr Ligue 1",15,5,525,5.8,0,0,0.29,0.34,0.34,0.34,0.29,0.34,1.55,77.8,1.2,0.22,0.29,15.7,0,0,0.24,0.24,0.16,0.1,0.1,78,219.5,32.8,11.9,14.7,81.2,4.31,5.34,80.6,0.34,0.86,40,0,0.03,0.07,-0.03,0.34,0.86,0,0,0.69,24.3,22.4,1.9,0,0,0,0.17,0,0,0,0,0,19,0,0.52,1.9,1.55,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.86,0.17,0,0.17,0,0,0.69,0,0.86,3.1,18.6,11.2,2.24,32.8,0.69,0.34,50,0.34,50,21.9,90.3,18.8,0.52,0.17,0,3.97,1.03,26,5.34
"1072","Giulio Maggiore","ITA",23,"MF",1998,"Spezia","it Serie A",35,33,2819,31.3,0.29,0,0.2,0.16,0.06,0.16,0.21,0.06,1.34,19,0.26,0.05,0.25,20.9,0,0,0.13,0.13,0.09,-0.06,-0.06,74.3,431.1,141.8,13.5,16.2,83,10.6,12.8,83,1.88,4.41,42.8,0.1,0.08,0.06,0.02,0.99,3.07,0.89,0.03,3.83,35.9,35.2,0.35,0.13,0.22,0.1,0.42,0.1,0,0,0,0,26.6,0.29,0.8,2.33,1.92,0,0.13,0.1,0.16,0.03,0.16,0.16,0,0,0,0,0,1.85,1.02,0.64,1.02,0.19,0.99,2.46,40.3,1.47,0.96,0.16,0.8,0.93,2.78,1.05,0,1.73,11.4,25.6,11,1.44,47.3,1.37,0.51,37.2,0.86,62.8,26.6,116.7,53.7,1.25,1.15,0.32,2.3,0.89,31,2.17
"1073","Giangiacomo Magnani","ITA",25,"DF",1995,"Hellas Verona","it Serie A",14,5,530,5.9,0.51,0.17,0.15,0,0,0,0.15,0,0.85,20,0.17,0,0,7.8,0,0,0.15,0.15,0.18,-0.15,-0.15,76,560.2,201.7,9.66,11.7,82.6,16.4,20.2,81.5,2.88,5.25,54.8,0,0,0,0,0,2.88,0.17,0,2.03,38.8,37.8,0.85,0.51,0,0.17,0.34,0,0,0,0,0,29.5,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.19,0.85,0.85,0,1.36,2.71,50,1.36,0.85,0.51,0.34,1.69,3.39,7.8,0,8.31,24.9,27.1,2.2,0.85,53.9,0,0,0,0,0,26.8,127.5,72,0.85,0.17,0,0.68,0,26.6,0.17
"1074","Hugo Magnetti","FRA",23,"MF",1998,"Brest","fr Ligue 1",28,16,1463,16.3,0.25,0,0.09,0.06,0,0.06,0.09,0,1.04,11.8,0.12,0,0,24.4,0,0,0.03,0.03,0.03,-0.03,-0.03,83.9,640.7,149.5,14,15.7,89.1,15.2,16.7,90.5,4.48,6.44,69.5,0.06,0.05,0.04,0.01,0.43,3.68,0.49,0.06,4.17,42,40.2,1.6,1.53,0.06,0.61,0.55,0,0.06,0,0,0,35.2,0.18,0.92,1.23,0.98,0.06,0,0.12,0,0.06,0.12,0,0,0,0.12,0,0,3.07,2.09,1.66,1.23,0.18,1.35,3.07,44,1.72,0.86,0.18,0.67,1.53,4.6,0.8,0,1.78,12.7,32.4,8.83,0.67,52.9,1.53,0.86,56,0.67,44,33.2,177.9,78.5,0.98,1.04,0.25,1.6,0.86,30.9,0.92
"1075","Yohann Magnin","FRA",24,"MF",1997,"Clermont Foot","fr Ligue 1",24,19,1717,19.1,0.1,0,0.09,0.05,0.05,0.05,0.09,0.05,0.99,15.8,0.16,0.05,0.33,14.7,0,0,0.06,0.06,0.06,-0.01,-0.01,80.4,612.7,177.3,19.6,22.5,87.2,13.9,16,86.9,3.09,5.45,56.7,0,0.03,0.05,-0.03,0.42,3.4,0.79,0.1,4.14,47.3,46.5,0.52,0.52,0,0.42,0.63,0,0,0,0,0,38.1,0.26,0.89,1.41,1.15,0,0,0.1,0.1,0.05,0.1,0.05,0,0,0,0.05,0,2.77,1.62,1.15,1.36,0.26,1.26,2.2,57.1,0.94,0.89,0.37,0.52,1.05,3.82,1.88,0,2.98,18.2,31.7,9.42,1.62,58.9,0.79,0.42,53.3,0.37,46.7,37.7,170.1,64.1,0.42,0.47,0.05,1.41,0.73,39.6,1.83
